formulae,charges
['C3255H5689N400O1807P2'],[397]
['C920H1667N77O521P4'],[88]
['C905H1614N50O632P2'],[122]
['C705H1264N25O507P2'],[97]
['C805H1464N75O432P2'],[97]
['C3H4O10P2'],[-4]
['C5H6NO2'],[-1]
['C17H31O7P1'],[-2]
['C3H9N2O2'],[1]
['C27H37N7O19P3S'],[-5]
['C7H5O4'],[-1]
['C6H11O4'],[-1]
['C6H7O7'],[-1]
['C13H15N4O12P'],[-4]
['C17H36NO7P1'],[0]
['C21H42NO7P1'],[0]
['C23H48NO7P1'],[0]
['C20H38O9P1'],[-1]
['C6H9O4'],[-1]
['C7H10O10P'],[-3]
['C6H8O9P'],[-3]
['C6H9O6'],[-1]
['C6H9O7'],[-1]
['SFe2'],[2]
['C7H8O4'],[-2]
['C5H11O7P'],[-2]
['C5H10O9P2'],[-2]
['C21H40O7P1'],[-1]
['C29H38N7O18P3S'],[-4]
['C11H10O6'],[-2]
['C17H32O7P1'],[-1]
['C6H9O7'],[-1]
['C7H7O5'],[-1]
['C9H7O3'],[-1]
"['C402H635O144N96P1S3', 'C18H33O2SR', 'C29H53N2O9PRS']","[0, -1]"
"['C12H23O2SR', 'C23H43N2O9PRS', 'C396H625O144N96P1S3']","[0, -1]"
"['C19H35N2O9PRS', 'C392H617O144N96P1S3', 'C8H15O2SR']","[0, -1]"
"['C27H51N2O9PRS', 'C400H633O144N96P1S3', 'C16H31O2SR']","[0, -1]"
['C35H58N7O18P3S'],[-4]
['C11H12NO6P'],[-2]
['C5H7O3'],"[0, -1]"
"['C400H629O144N96P1S3', 'C27H47N2O9PRS']",[-1]
"['C24H43N2O9PRS', 'C23H41N2O9PRS', 'C396H623O144N96P1S3', 'C12H21O2SR']","[0, -1]"
"['C6H9O2SR', 'C390H611O144N96P1S3', 'C17H29N2O9PRS']","[0, -1]"
"['C402H635O144N96P1S3', 'C18H33O2SR', 'C29H53N2O9PRS']","[0, -1]"
['C47H69O3'],[-1]
['C4H10NO'],"[0, 1]"
['C10H10NO5'],[-1]
['C6H8N3O4P'],[-2]
['S4Fe4'],[2]
['C7H5O3'],[-1]
['C4H6NO7P'],[-2]
['C4H6O8P'],[-3]
"['C9H14NO8P', 'C9H15NO8P']",[-3]
['C9H15N4O9P'],[-2]
['C9H11N3O9P'],[-3]
['C14H17N2O7P'],[-2]
['C8H13N2O5'],[-1]
['C9H23N3O'],[2]
['C2H3O2'],[-1]
['C8H14NO9P'],[-2]
['C8H14O7'],[0]
['C8H14NO9P'],[-2]
['C6H3O6'],[-3]
['C6H3O6'],"[0, -3]"
['C10H13N5O4'],[0]
"['C58CoH83N16O14P', 'C58H83CoN16O14P']",[-1]
"['C72H100CoN18O17P', 'C72CoH100N18O17P']",[0]
['C14H20N6O5S'],[0]
['C3H7NO2'],[0]
['C6H12N2O3'],[0]
['C29H44N6O15'],[-2]
['C20H24N10O22P5'],[-5]
"['HSR', 'RHO', 'C373H583N94O136S2']",[0]
['C3H10NO'],[1]
['C4H8N2O3'],[0]
"['C19H27NO19P2R3', 'C4H6NO3R', 'C4H6NO4X', 'C4H5NO3R']","[0, -3]"
['C22H28N9O13P3S'],[-2]
['C10H12N5O13P3'],[-4]
['C5H12NO'],[1]
['C6H10O5'],[0]
['C30H32N15O20P3S4Mo'],[-4]
['C30H32N15O20P3S4W'],[-4]
['Ca'],[2]
['C10H11N5O6P'],[-1]
['CH2NO2'],[-1]
['C7H5N4O3'],[-1]
['C9H12N3O11P2'],[-3]
['C44H75N3O15P2'],[-2]
['C48H83N3O15P2'],[-2]
['C40H67N3O15P2'],[-2]
['C10H8O6'],[-2]
['C17H24N3O15P'],[-2]
['Co'],[2]
"['C176H303N2O100P4', 'C170H293N2O96P4']",[-11]
['C40H74O10P1'],[-1]
['C7H8N5O3'],[-1]
['C10H13N5O8P'],[-1]
['C28H46N8O18P3S'],[-3]
['Cu'],[1]
['CNO'],[-1]
['C10H13N5O3'],[0]
['C10H13N5O3'],[0]
['C10H12N5O9P2'],[-3]
['C10H12N5O6P'],[-2]
['C31H48N7O17P3S'],[-4]
['C10H19O2'],[-1]
['C31H50N7O17P3S'],[-4]
['C9H12N3O10P2'],[-3]
['C9H12N3O7P'],[-2]
['C3H5O6P'],[-2]
['C9H7O4'],[-1]
['C19H19N7O6'],[-2]
['C5H5N2O4'],[-1]
['C5H8O4'],[0]
"['C10H14N4O10P2', 'C10H11N4O10P2']","[0, -3]"
['X'],[0]
"['C42H40N4O16', 'C42H41N4O16']",[-7]
"['C10H17N2O3', 'C10H18N2O3']","[0, -1]"
['C16H22N2O15P2'],[-2]
['C16H24N2O15P2'],[-2]
['C4H7O7P'],[-2]
"['C6H7O3SR', 'C17H27N2O10PRS']","[1, -1]"
"['C19H31N2O10PRS', 'C8H11O3SR']","[1, -1]"
['C6H11O9P'],[-2]
['C6H10O12P2'],[-4]
"['C10H10NO6Fe', 'C10FeH11NO6']",[2]
['C9H18O6N3'],[-3]
['XH'],[-1]
"['C6H9NO2SR', 'C6H10NO2SR', 'C6H11NO3SX', 'C21H32NO18P2SR3']","[0, 1, -2]"
['C17H21N4O9P'],[-2]
"['CHO2', 'CH1O2']",[-1]
['C10H13N4O9P'],[-2]
['C4H2O4'],[-2]
['C6H14O8P'],[-1]
['C6H12O6'],[0]
['C6H11O9P'],[-2]
['C6H8O8'],[-2]
['C6H11O7'],[-1]
['C6H11O7'],[-1]
['C6H13NO8P'],[-1]
['C6H13NO8P'],[-1]
['C2H4O2'],[0]
['C16H23N5O15P2'],[-2]
['C9H20O3N3'],[1]
"['C20H31N2O18P2R3', 'C5H10N2O2R', 'C5H9N2O2R', 'C5H10N2O3X']","[1, -2]"
"['C5H8NO4X', 'C20H29NO19P2R3', 'C20H28N6O13PR', 'C5H7NO3R', 'C5H8NO3R']","[0, -3]"
"['C2HO3', 'C2H1O3']",[-1]
['C5H11NO2'],[0]
"['C17H29N2O10PRS', 'C6H9O3SR']",[-1]
['X'],[0]
['C10H12N5O14P3'],[-4]
['C5H9O8P2'],[-3]
['H2O2'],[0]
"['H2S', 'H1S', 'HS']","[0, -1]"
"['HCO3', 'CHO3']",[-1]
['C16H32O5P'],[-1]
['C37H60N7O17P3S'],[-4]
"['C27H49N2O8PRS', 'C16H29OSR', 'C400H631O143N96P1S3', 'C16H29OX']","[0, -1]"
"['C6H9O4SR', 'C17H29N2O11PRS']",[-1]
"['C21H30N3O17P2R3', 'C6H9N3O2X', 'C6H9N3OR', 'C6H8N3OR']","[1, -2]"
['C40H38N4O17'],[-8]
['C3H3O4'],[-1]
['C27H40N7O17P3S'],[-4]
['C6H11O2'],[-1]
"['C6H13NO2X', 'C21H34NO17P2R3', 'C6H12NOR', 'C6H13NOR']","[1, -2]"
['C10H12N4O5'],[0]
['HSR'],[0]
['O2S10Fe4R'],[-4]
['H4O2S10Fe4R'],[-2]
['C84H148N2O37P2'],[-6]
['C100H176N2O38P2'],[-6]
['C139H241N2O70P4'],[-11]
['C3H5O3'],[-1]
['C3H5O3'],[-1]
['C3H6O2'],[0]
"['C6H13NO2X', 'C6H12NOR', 'C6H13NOR', 'C21H34O17P2R3N']","[1, -2]"
['C18H25N5O8PS2'],[-1]
['C5H10O5'],[0]
"['C4H6O5', 'C4H4O5']","[0, -2]"
['C4H4O5'],[-2]
['C42H72O36'],[0]
['C18H32O16'],[0]
['C6H11O9P'],[-2]
"['CH4O1', 'CH4O']",[0]
['C5H11NO3S'],[0]
['C20H21N7O6'],[-2]
['C25H35N7O19P3S'],"[-5, -4]"
['C6H14NO2S'],[1]
['Mn'],[2]
['C11H12N5O8P1X'],[-1]
['C19H22N8O15P2S2Mo'],[-2]
"['C20H24N10O13P2S2', 'C20H22N10O15P2S2Mo']",[-2]
['C51H74O2'],[0]
['C3H4O2'],[0]
['C9H23N3O'],[2]
['Na'],[1]
['C21H26N7O17P3'],"[0, -4]"
"['C11H14N2O8P', 'C11H13N2O8P']",[-1]
['C8H15O2'],[-1]
"['C402H635O143N96P1S3', 'C18H33OSR', 'C29H53N2O8PRS']","[0, -1]"
"['C17H27N2O11PRS', 'C6H7O4SR']",[-1]
['C4H4O8P'],[-3]
['C5H3N2O4'],[-1]
['C2H2NO3'],[-1]
['C27H51O8P1'],[-2]
"['C31H59O8P1', 'C31H59O8P']",[-2]
['C39H71O8P1'],[-2]
['C8H7O2'],"[0, -1]"
"['C11H21N2O7PS', 'C11H20N2O7PS']",[-2]
"['C37H70NO8P', 'C37H70N1O8P1']",[0]
['C34H66O10P1'],[-1]
['C34H61O13P2'],[-3]
['C38H69O13P2'],[-3]
"['C9H11NOR', 'C9H10NOR', 'C9H11NO2X', 'C24H32NO17P2R3']","[1, -2]"
['C4H8NO7P'],[-2]
"['H1O4P', 'HPO4', 'HO4P']","[0, -2]"
"['C9H15NO5', 'C9H16NO5']",[-1]
['C3H5NO3'],[0]
"['P2HO7', 'H1O7P2', 'HO7P2']",[-3]
['C34H65N1O10P1'],[-1]
['C38H73N1O10P1'],[-1]
['C38H69N1O10P1'],[-1]
['C42H81N1O10P1'],[-1]
['C42H77N1O10P1'],[-1]
['C49H74O4'],[0]
['C7H12O13P2'],[-4]
['C3H7NO2'],[0]
"['C3H6NO2R', 'C3H7NO2R']",[1]
['C7H8O8P'],[-3]
['O2S'],[0]
['C11H8O5'],[-2]
['C4H5O3'],[-1]
['H4O2S8Fe2R'],[-2]
['H4O2S10Fe4R'],[-2]
['C2H2O5S'],[-2]
"['C396H621O143N96P1S3', 'C23H39N2O8PRS']",[-1]
['C4H4O6'],[-2]
['CNS'],[-1]
['C35H58N7O17P3S'],[-4]
"['C23H41N2O8PRS', 'C396H623O143N96P1S3', 'C12H21OSR']","[0, -1]"
"['C394H619O143N96P1S3', 'C21H37N2O8PRS', 'C10H17OSR']","[0, -1]"
"['C6H9OSR', 'C17H29N2O8PRS', 'C390H611O143N96P1S3']","[0, -1]"
['C6H10N4'],[2]
['C12H21O14P'],[-2]
"['C15H23O16P2R3', 'HOX', 'HR', 'R', 'C15H21N5O10PR']","[0, -2]"
"['C15H23O16P2R3', 'HOX', 'HR', 'R', 'C15H21N5O10PR']","[0, -2]"
"['HOX', 'HR', 'R', 'C15H23O16P2R3']","[0, -2]"
"['R', 'HR']",[0]
"['C15H23O16P2R3', 'HOX', 'HR', 'R', 'C15H21N5O10PR']","[0, -2]"
"['C15H23O16P2R3', 'HOX', 'HR', 'R', 'C15H21N5O10PR']","[0, -2]"
['C11H12N2O2'],[0]
['C14H27O2'],[-1]
['C14H28O5P'],[-1]
['C9H11NO3'],[0]
"['C9H11NO3X', 'C24H32NO18P2R3', 'C9H10NO2R', 'C9H11NO2R']","[1, -2]"
['C43H75N3O20P2'],[-2]
['C14H22N3O15P2'],[-1]
['C14H18N2O16P2'],[-2]
['C15H22N2O17P2'],[-2]
['C35H51N7O26P2'],[-4]
['C71H113N2O18P2'],[-3]
['C5H4N4O3'],[0]
['C3H5N2O4'],[-1]
['C5H11NO2'],[0]
"['C20H32NO17P2R3', 'C5H11NOR', 'C5H10NOR', 'C5H11NO2X']","[1, -2]"
['C10H12N4O6'],[0]
['C5H9O8P'],"[-2, -1]"
['C3H8O2'],[0]
['C9H10N2O8P'],[-1]
['C8H8O3'],[0]
['C9H12N3O8P'],[-2]
['C9H11N2O9P'],[-2]
['C4H9NO2'],[0]
['C6H9O7'],[-1]
['C15H25N4O8'],[-1]
['C4H5O3'],[-1]
['C8H14NO9P'],[-2]
['C8H15NO6'],[0]
['C5H5N5'],[0]
"['C4H6N4O3', 'C4H5N4O3']",[0]
['C19H29N2O12'],[-1]
['C22H33FeN4O13'],[0]
['C6H15N4O2'],"[0, 1]"
"['C62H88CoN13O14P', 'C62CoH88N13O14P']",[-1]
['C5H10N2O3S'],[0]
['C5H14NO'],[1]
['C6H5O7'],[-3]
['CO2'],[0]
['C35H52N6O13Fe'],[-1]
['C35H52N6O13'],[-4]
"['HCN', 'CHN', 'CN']","[0, -1]"
['C10H13N5O4'],[0]
['C2H6S'],[0]
['C2H6OS'],[0]
['C2H8NO'],[1]
['C2H5O3S'],[-1]
['C27H42N9O12'],[-3]
['C30H27FeN3O15'],[3]
['C6H11O9P'],[-2]
['C6H12O6'],[0]
['C2H5NO2'],[0]
['C3H7O6P'],[-2]
['C10H12N5O8P'],[-2]
"['C10H16N3O6S', 'C10H15N3O6S']",[-1]
['C6H12O6'],[0]
['C6H13NO2'],[0]
"['C8H14O2S2', 'C8H13O2S2']","[0, -1]"
['C6H15N2O2'],"[0, 1]"
['C6H12O6'],[0]
['C12H22O11'],[0]
"['MoO4', 'H2MoO4']",[-2]
['C6H4NO2'],[-1]
"['H4N', 'NH4']",[1]
['NO'],[0]
['NO3'],[-1]
['O2'],[0]
['C18H35O2'],[-1]
['C5H13N2O2'],[1]
['C8H8O'],[0]
"['C34H32FeN4O4', 'C34FeH30N4O4', 'C34H30FeN4O4']","[0, -2, -1]"
['C3H5O2'],[-1]
['C3H6O'],[0]
['C8H13N2O2'],[1]
['C8H11NO3'],[0]
['C7H9O5'],[-1]
"['H2SeO3', 'O3Se']",[-2]
"['O3S', 'SO3', 'HSO3']",[-2]
['C12H17N4OS'],[1]
['C5H6N2O2'],[0]
"['HS2O3', 'O3S2', 'HO3S2']",[-2]
['O4W1'],[-2]
['C17H25N3O17P2'],[-2]
['C15H19N2O18P2'],[-3]
['C5H10O5'],[0]
"['C23H48NO7P1', 'C23H48NO7P']",[0]
['C20H38O9P1'],[-1]
['C22H42O9P1'],[-1]
"['C24H46O9P', 'C24H46O9P1']",[-1]
['C17H31O7P1'],[-2]
['C10H11N5O6P'],[-1]
['C9H11N3O7P'],[-1]
['C10H11N5O7P'],[-1]
['C3H9N2O2'],[1]
['C17H36NO7P1'],[0]
['C21H42NO7P1'],[0]
['C23H48NO7P1'],[0]
['C20H38O9P1'],[-1]
['C6H9O6'],[-1]
['C21H40O7P1'],[-1]
['C17H32O7P1'],[-1]
['C10H12N5O8P'],[-2]
['C9H7O3'],[-1]
['C8H13N2O5'],[-1]
['C2H3O2'],[-1]
['C10H13N5O4'],[0]
"['C72H100CoN18O17P', 'C72CoH100N18O17P']",[0]
['C3H7NO2'],[0]
['C6H12N2O3'],[0]
['C12H16O7'],[0]
"['C6H7O6', 'C6H8O6']","[0, -1]"
['C4H8N2O3'],[0]
['Ca'],[2]
"['C16H28N2O11', 'C10H16O7N']","[0, 1]"
['C57H108O17P2'],[-2]
['C73H132O17P2'],[-2]
['Co'],[2]
"['C176H303N2O100P4', 'C170H293N2O96P4']",[-11]
['C176H303N2O103P5'],[-12]
['Cu'],[1]
['CNO'],[-1]
['C10H13N5O3'],[0]
['C10H12N5O6P'],[-2]
['C10H19O2'],[-1]
['C9H12N3O7P'],[-2]
['C8H12NO2'],[1]
['XH2'],[0]
['X'],[0]
['C6H11O9P'],[-2]
"['C10H10NO6Fe', 'C10FeH11NO6']",[2]
['C9H18O6N3'],[-3]
"['CHO2', 'CH1O2']",[-1]
['C4H2O4'],[-2]
['C31H48O5'],[0]
['C6H14O8P'],[-1]
['C6H12O6'],[0]
['C6H11O9P'],[-2]
['C6H8O8'],[-2]
['C6H11O7'],[-1]
['C6H11O7'],[-1]
['C6H13NO8P'],[-1]
['C5H11NO2'],[0]
['C10H12N5O14P3'],[-4]
['H2O2'],[0]
"['H2S', 'H1S', 'HS']","[0, -1]"
['C6H11O2'],[-1]
['C10H12N4O5'],[0]
['C84H148N2O37P2'],[-6]
['C3H5O3'],[-1]
['C3H5O3'],[-1]
"['C308H528O99N87S2', 'XC16H30O1']",[0]
['C5H10O5'],[0]
"['C4H6O5', 'C4H4O5']","[0, -2]"
['C4H4O5'],[-2]
['C18H32O16'],[0]
['C6H11O9P'],[-2]
['C9H15O9'],[-1]
"['CH4O1', 'CH4O']",[0]
['C5H11NO3S'],[0]
['C6H14NO2S'],[1]
['Mn'],[2]
['C68H102N12O37'],[-4]
['C111H167N21O58'],[-6]
['C80H124N16O42'],[-4]
['C77H117N15O40'],[-4]
['Na'],[1]
"['C11H14N2O8P', 'C11H13N2O8P']",[-1]
['C8H15O2'],[-1]
['C5H3N2O4'],[-1]
['C27H51O8P1'],[-2]
"['C31H59O8P1', 'C31H59O8P']",[-2]
['C39H71O8P1'],[-2]
"['C37H70NO8P', 'C37H70N1O8P1']",[0]
['C34H66O10P1'],[-1]
['C34H61O13P2'],[-3]
['C38H69O13P2'],[-3]
"['H1O4P', 'HPO4', 'HO4P']","[0, -2]"
"['C9H15NO5', 'C9H16NO5']",[-1]
['HO3P'],[-2]
['O2S'],[0]
['C2H2O5S'],[-2]
['C4H4O6'],[-2]
['CNS'],[-1]
['C11H12N2O2'],[0]
['C14H27O2'],[-1]
['C22H24N2O8'],[0]
['C8H12NO'],[1]
['C9H11NO3'],[0]
['C15H22N2O17P2'],[-2]
['C5H11NO2'],[0]
['C10H12N4O6'],[0]
['C7H8O2'],[0]
['C28H41N7O19P3S'],[-5]
['C20H21N7O7'],[-2]
['C3540H6644O500'],[0]
['C3H12N2'],[2]
['C10H11N5O6P'],[-1]
['C6H11O8P'],[-2]
['C4H7O3'],[-1]
['C37H54O3'],[0]
['C5H12O'],[0]
['C4H8O'],[0]
['C4H5O3'],[-1]
['C8H10O'],[0]
['C10H11N5O5P'],[-1]
['C38H55O4'],[-1]
['C35H58N7O18P3S'],[-4]
['C5H10O'],[0]
['C47H80N7O18P3S'],[-4]
['C37H53O3'],[-1]
['C29H48O'],[0]
['C7H6NO2'],[-1]
['C8H6O6'],[-2]
['C6H9O3'],"[0, -1]"
"['C29H46O3', 'C29H45O3']",[0]
['C28H44O'],[0]
['C12H22O11'],[0]
['C9H17NO3'],[0]
['C6H12N2O4S2'],[0]
['C10H12N2O3'],[0]
['C25H36N7O18P3S'],[-4]
['C5H12O5'],[0]
['C2H3O2'],[-1]
['C23H34N7O17P3S'],"[0, -4]"
['C7H9NO8P'],[-3]
['C5H8N2O2'],[0]
['C10H12N5O10P2'],[-3]
['C10H12N5O10P2'],[-3]
['C5H4O5'],"[0, -2]"
['C5H7O4'],"[0, -1]"
['CH6NS2X'],[1]
['C10H12N5O7P'],[-2]
['C20H24N10O20P4'],[-4]
['C6H15N2O'],[1]
"['C19H29N2O18P2R3', 'C4H8N2O3X', 'C14H23N2O12PR2', 'C4H8N2O2R', 'C14H24N2O12PR2']","[1, -2]"
['C4H6NO4'],"[0, -1]"
['C4H6NO4'],"[0, -1]"
['C10H12N5O13P3'],[-4]
['C7H5O6'],[-3]
"['C5H7N2O5', 'C5H6N2O5']",[-2]
['C4440H7744N300O1500P200'],[-200]
['C11H19N4O11P2'],[-1]
['C42H85NO3'],[0]
['C42H85NO3'],[0]
['C42H85NO4'],[0]
['C42H85NO4'],[0]
['CH4S'],[0]
['C6H11NO4'],[0]
['C9H12N3O8P'],[-2]
['C21H32N7O16P3S'],"[0, -4]"
"['C30H38N7O18P3S1', 'C30H38N7O18P3S']",[-4]
['C9H12N3O14P3'],[-4]
['C31H48N7O17P3S'],[-4]
"['C10H19ORS', 'C394H621O143N96P1S3', 'C21H39N2O8PRS', 'C10H19OSR']","[0, -1]"
['C10H19O2'],[-1]
['C31H50N7O17P3S'],[-4]
['C10H12N5O10P2'],[-3]
['C5H10O4'],[0]
['C9H11N2O8P'],[-2]
['C5H8NO5'],[-1]
['C28H46O'],[0]
['C34H54O6'],[0]
['C28H44O'],[0]
['C28H44O'],[0]
['C5H6O5'],[0]
['C2H7NO4P'],[-1]
['C2H6O'],[0]
['C27H33N9O15P2'],[-2]
['C1695H2995O101'],[0]
"['C34H32FeN4O4R4', 'C42H52FeN8O6S2']","[1, -1]"
"['C17H19N4O9P', 'C17H18N4O9P']","[-3, -2]"
['C10H12N5O11P2'],[-3]
['C9H18O8'],[0]
['C6H12O6'],[0]
['C5H10N2O3'],[0]
['C5H8NO4'],"[0, -1]"
['C5H8NO4'],"[0, -1]"
['C8H13N2O5'],[-1]
"['C2HO3', 'C2H1O3']",[-1]
"['C6H10O5', 'C12H21O10R']",[0]
"['C10H13N5O5', 'C10H12N5O5']",[0]
"['C20H30N6O12S2', 'C20H28N6O12S2']",[-2]
"['C5H4N5O', 'C5H5N5O']",[0]
['H2O2'],[0]
['H2O'],[0]
['H2O'],[0]
['H'],"[0, 1]"
['H'],"[0, 1]"
['C37H60N7O17P3S'],[-4]
['C7H14O2'],[0]
['C4H10O'],[0]
['C6H5O7'],[-3]
['C10H11N4O11P2'],[-3]
['C6H13NO2'],[0]
['C6H13NO2'],[0]
['C10H11NO'],[0]
['C4800H9500N100O1100P100'],[-100]
['C26H35N7O19P3S'],[-5]
['C10H11N4O14P3'],[-4]
['C30H50O'],[0]
"['C13H20N3O8S', 'C13H19N3O8S']",[-1]
['S2X'],[0]
"['C6H15N2O2X', 'C21H36N2O17P2R3', 'C6H14N2OR', 'C6H15N2OR']","[2, -1]"
['C49H84N2O32P2'],[-2]
['C4H4O5'],[-2]
['C18H31O22P2'],[-3]
['C12H24O11'],[0]
"['C20H21N7O6', 'C20H20N7O6']",[-1]
['C6200H11900N100O2600P200'],[-200]
['C5400H10500N100O1600P100'],[-100]
['C5400H10500N100O1800P100'],[-100]
['C5600H10900N100O1800P100'],[-100]
['C21H26N7O14P2'],"[0, -1]"
['C21H27N7O14P2'],"[0, -2]"
['C21H25N7O17P3'],"[0, -3]"
['C21H26N7O17P3'],"[0, -4]"
['C21H26N7O17P3'],"[0, -4]"
"['C11H14N2O8P', 'C11H13N2O8P']",[-1]
"['C19H35N2O8PRS', 'C8H15ORS', 'C8H15OSR', 'C392H617O143N96P1S3']","[0, -1]"
['C8H15O2'],[-1]
['HO'],[-1]
['C8H9NO'],[0]
"['C16H31OX', 'C16H31ORS', 'C400H633O143N96P1S3', 'C16H31OSR', 'C27H51N2O8PRS']","[0, -1]"
"['C11H21N2O7PS', 'C11H20N2O7PS']",[-2]
['C10H11N5O10P2'],"[0, -4]"
['C4040H7844N100O800P100'],[0]
['C3740H7244N100O800P100'],[0]
['C6H7O6'],[-1]
['C25H41O7P2'],[-3]
['C3H2O6P'],[-3]
"['C2H4NO2RC2H2NOR', 'C153H250N26O55P2']","[0, -1]"
['C3840H7144O1300P200'],[-300]
['C10H12O2'],[0]
"['H1O4P', 'HPO4', 'HO4P']","[0, -2]"
"['H1O4P', 'HPO4', 'HO4P']","[0, -2]"
"['P2HO7', 'H1O7P2', 'HO7P2']",[-3]
['C6H7O24P6'],[-11]
['C5H9NO2'],"[0, -1]"
['C3840H7144N100O1000P100'],[-100]
['C3840H7144N100O1000P100'],[-100]
['C18H40NO3'],[1]
['C18H40NO3'],[1]
['C4140H7644O1300P100'],[-100]
['C4140H7544O1600P200'],[-300]
['C3840H7444N100O800P100'],[0]
['C3H3O3'],"[0, -1]"
['C39H58O4'],[0]
['C3H7NO3'],[0]
['C10H30N4'],[4]
['C6H12O6'],[0]
['C25H35N7O19P3S'],[-5]
['C26H45NO7S'],"[0, -1]"
['C35H58N7O17P3S'],[-4]
['C12H16N4O4PS'],[-1]
['C12H16N4O7P2S'],"[0, -2]"
"['C6H7NO2S2R2', 'C10H12N4O4S2R4', 'X']",[0]
"['C10H14N4O4S2R4', 'C6H9NO2S2R2', 'XH2']",[0]
['C12H22O11'],[0]
"['C10H17O10PR2', 'HOX', 'HR', 'R', 'C15H23O16P2R3']","[0, -2]"
['C14H27O2'],[-1]
['C9H11NO3'],[0]
['C9H11N2O9P'],[-2]
['C9H11N2O15P3'],[-4]
['C27H44O'],[0]
['C1836H3448O250'],[0]
['C1560H3065O42'],[0]
"['C3H6NO5P', 'C4H6NO7P']",[-2]
['C7H8O2'],[0]
['C26H40N7O17P3S'],"[0, -4]"
"['C12H22NO2S2', 'C12H23NO2S2']",[0]
['C1860H3615O292'],[50]
['C3H2O6P'],[-3]
['C9H11N5O3'],[0]
['C6H5O7Mg'],"[10000000, -1]"
['C18H40O18'],[0]
['C14H24N2O7'],[0]
"['C55CoH68N11O15', 'C55H68CoN11O15']",[-4]
"['C55CoH76N15O11', 'C55H76CoN15O11']",[0]
['C12H19N3O13P2'],"[0, -2]"
['C17H33O2'],[-1]
['C14H27O2'],[-1]
['C20H39O2'],[-1]
['C15H29O2'],[-1]
['C16H31O2'],[-1]
"['CH3NO', 'CH4NO']",[0]
['C91H178N2O136P25'],[-25]
['C26H40N7O17P3S'],"[0, -4]"
['C8H15NOS2'],[0]
['C4H4NO3'],[-1]
['C6H6N2O'],[0]
['C1986H3698N50O450P50'],[-50]
['C1936H3748N50O400P50'],[0]
['C1986H3748O500P50'],[-50]
['C1660H3215N50O242P50'],[-50]
['C2136H3998N50O450P50'],[-50]
['C12H20NO4S2'],[-1]
['C5H10O4'],[0]
['C36H37N3O20'],[0]
['C6H11O9P'],[-2]
['C4H9NO4'],[0]
['C5H10O4'],[0]
['C16H27N2O14P'],[-2]
['C16H21NO11'],[-1]
['O6S4'],[-2]
['C42FeH47N3O25'],[3]
['C42H47N3O25'],[0]
['C6H12N2O4S2'],[0]
['C42FeH49N3O26'],[0]
['C6H5O6'],[-3]
['C115H203N2O89P2'],"[0, -9]"
"['C2H7NO3P', 'C2H7N1O3P1']",[-1]
['C6H3O6'],[-3]
['C81H134O25P2'],[-2]
"['CH3NO', 'CH4NO']",[0]
['C5H9N'],[0]
['C3H8O2'],[0]
['C7H5O2'],"[0, -1]"
['C8H7O3'],"[0, -1]"
['C8H7O3'],"[0, -1]"
['Fe'],[0]
['Fe'],[0]
['C6H14NO8P'],[0]
['O225H390N2O120P2'],[0]
['C6H13NO5'],[0]
['C70H132N3O26P3'],[0]
['C8H15N2'],[0]
"['C12H21O14P', 'C12H23O14P']",[0]
"['C8H8O3', 'C8H7O3']","[0, -1]"
['C143H230N2O73P4'],[0]
['C18H32O16'],[0]
['C8H7O2'],"[0, -1]"
['C155H250N2O83P4'],[0]
['C6H9O8P'],[0]
['C36H54O2'],[]
['C37H56O2'],[]
['C15H23N6O5S'],[1]
['C24H33N7O18P3RS'],[]
['C30H49O7P2'],[]
['C36H54O'],[]
['C20H23N10O15P2'],[-3]
['C160H279N3O79P2'],[-6]
['C96H170N2O38P2'],[-6]
['C8H6O6'],[-2]
"['C8H8O4', 'C8H7O4']","[0, -1]"
['C9H7O4'],[-1]
['C9H7O4'],[-1]
['C33H52N7O18P3S'],[-4]
['C35H58N7O18P3S'],[-4]
['C7H8O2'],[0]
['C7H5O4'],[-1]
['C7H5O4'],[-1]
"['C7H6O6', 'C7H4O6']","[0, -2]"
['C7H5O3'],[-1]
['C8H7O2'],[-1]
['C7H7O4'],[-1]
['C7H6O5'],[-2]
['C5H13NO4S'],[0]
['C6H4NO3'],[-1]
['C6H8NO2'],[-1]
['C3H9NO4P'],[-1]
['C14H3N2O8'],[-3]
['C6H11NO3'],[0]
['C4H7O3'],"[0, -1]"
['C30H38N7O19P3S'],[-4]
['C6H6O2'],[0]
['C10H12O3'],[0]
"['C45H57N6O12', 'C45H58N6O12']","[-5, -4]"
['C10H12O3'],[0]
['C4H10N2O2'],[0]
['C8H9O4'],[-1]
['C8H9O4'],[-1]
['C9H15N5O3'],[0]
['C12H20O2R'],[]
['C36H64O8R4'],[]
"['C10H17O8PR2', 'RH']",[0]
['C26H40N7O18P3S'],[-4]
['C9H7O3'],[-1]
['C7H5O5'],[-1]
"['C7H9N5O8P2', 'C7H8N5O8P2']",[-3]
['C5H12N3O'],[1]
"['H2CO3', 'CH2O3']",[0]
['C6H5O4'],[-1]
"['C44H49N4O16', 'C44H50N4O16']","[-7, -6]"
['C44H47N4O16'],[-7]
['C10H19NO2S2'],[0]
['C40H62N8O21'],[]
['C3H5NO'],[0]
"['C2H6NO', 'C2H5NO']",[0]
['C41H58O2'],[]
['C40H62N8O21'],[-2]
